"week","rank","song","artist"
2019-04-27,62,"I've Been Waiting","Lil Peep & iLoveMakonnen Featuring Fall Out Boy"
2019-04-27,63,"Miss Me More","Kelsea Ballerini"
2019-04-27,64,"Wish You Were Gay","Billie Eilish"
2019-04-27,65,"You Should See Me In A Crown","Billie Eilish"
2019-04-27,66,"Blue On Black","Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May"
2019-04-27,67,"Don't Call Me Up","Mabel"
2019-04-27,68,"SOS","Avicii Featuring Aloe Blacc"
2019-04-27,69,"Rumor","Lee Brice"
2019-04-27,70,"Night Shift","Jon Pardi"
2019-04-27,71,"Walk Me Home","P!nk"
2019-04-27,72,"Clout","Offset Featuring Cardi B"
2019-04-27,73,"Kill This Love","BLACKPINK"
2019-04-27,74,"Pop Out","Polo G Featuring Lil Tjay"
2019-04-27,75,"Cool","Jonas Brothers"
2019-04-27,76,"That's A Rack","Lil Uzi Vert"
2019-04-27,77,"Girls Need Love","Summer Walker X Drake"
2019-04-27,78,"Shot Clock","Ella Mai"
2019-04-27,79,"GIRL","Maren Morris"
2019-04-27,80,"Bad Liar","Imagine Dragons"
2019-04-27,81,"Love Ain't","Eli Young Band"
2019-04-27,82,"Double Up","Nipsey Hussle Featuring Belly & DOM KENNEDY"
2019-04-27,83,"Undrunk","FLETCHER"
2019-04-27,84,"Big Ole Freak","Megan Thee Stallion"
2019-04-27,85,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-04-27,86,"Saturday Nights","Khalid & Kane Brown"
2019-04-27,87,"One That Got Away","Michael Ray"
2019-04-27,88,"My Strange Addiction","Billie Eilish"
2019-04-27,89,"Faucet Failure","Ski Mask The Slump God"
2019-04-27,90,"Xanny","Billie Eilish"
2019-04-27,91,"Ocean Eyes","Billie Eilish"
2019-04-27,92,"Last Time That I Checc'd","Nipsey Hussle Featuring YG"
2019-04-27,93,"Talk You Out Of It","Florida Georgia Line"
2019-04-27,94,"I'm So Tired...","Lauv & Troye Sivan"
2019-04-27,95,"Make It Right","BTS Featuring Lauv"
2019-04-27,96,"Hey Look Ma, I Made It","Panic! At The Disco"
2019-04-27,97,"This Is It","Scotty McCreery"
2019-04-27,98,"There Was This Girl","Riley Green"
2019-04-27,99,"Let Me Down Slowly","Alec Benjamin + Alessia Cara"
2019-04-27,100,"On My Way To You","Cody Johnson"
2019-05-04,1,"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
2019-05-04,2,"Wow.","Post Malone"
2019-05-04,3,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-05-04,4,"7 Rings","Ariana Grande"
2019-05-04,5,"Sucker","Jonas Brothers"
2019-05-04,6,"Without Me","Halsey"
2019-05-04,7,"Dancing With A Stranger","Sam Smith & Normani"
2019-05-04,8,"Talk","Khalid"
2019-05-04,9,"Bad Guy","Billie Eilish"
2019-05-04,10,"Middle Child","J. Cole"
2019-05-04,11,"Sweet But Psycho","Ava Max"
2019-05-04,12,"Happier","Marshmello & Bastille"
2019-05-04,13,"Please Me","Cardi B & Bruno Mars"
2019-05-04,14,"Break Up With Your Girlfriend, I'm Bored","Ariana Grande"
2019-05-04,15,"Shallow","Lady Gaga & Bradley Cooper"
2019-05-04,16,"Going Bad","Meek Mill Featuring Drake"
2019-05-04,17,"Earth","Lil Dicky"
2019-05-04,18,"Eastside","benny blanco, Halsey & Khalid"
2019-05-04,19,"Better","Khalid"
2019-05-04,20,"High Hopes","Panic! At The Disco"
2019-05-04,21,"Thotiana","Blueface"
2019-05-04,22,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-05-04,23,"Pure Water","Mustard & Migos"
2019-05-04,24,"A Lot","21 Savage"
2019-05-04,25,"Sicko Mode","Travis Scott"
2019-05-04,26,"Beautiful Crazy","Luke Combs"
2019-05-04,27,"Be Alright","Dean Lewis"
2019-05-04,28,"Look Back At It","A Boogie Wit da Hoodie"
2019-05-04,29,"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee"
2019-05-04,30,"Act Up","City Girls"
2019-05-04,31,"Envy Me","Calboy"
2019-05-04,32,"Sanguine Paradise","Lil Uzi Vert"
2019-05-04,33,"Drip Too Hard","Lil Baby & Gunna"
2019-05-04,34,"Con Calma","Daddy Yankee & Katy Perry Featuring Snow"
2019-05-04,35,"Murder On My Mind","YNW Melly"
2019-05-04,36,"Bury A Friend","Billie Eilish"
2019-05-04,37,"Here With Me","Marshmello Featuring CHVRCHES"
2019-05-04,38,"When The Party's Over","Billie Eilish"
2019-05-04,39,"Clout","Offset Featuring Cardi B"
2019-05-04,40,"Boy With Luv","BTS Featuring Halsey"
2019-05-04,41,"Thank U, Next","Ariana Grande"
2019-05-04,42,"Better Now","Post Malone"
2019-05-04,43,"God's Country","Blake Shelton"
2019-05-04,44,"Eyes On You","Chase Rice"
2019-05-04,45,"You Say","Lauren Daigle"
2019-05-04,46,"Suge","DaBaby"
2019-05-04,47,"Baby Shark","Pinkfong"
2019-05-04,48,"Whiskey Glasses","Morgan Wallen"
2019-05-04,49,"Here Tonight","Brett Young"
2019-05-04,50,"Youngblood","5 Seconds Of Summer"
2019-05-04,51,"Racks In The Middle","Nipsey Hussle Featuring Roddy Ricch & Hit-Boy"
2019-05-04,52,"Good As You","Kane Brown"
2019-05-04,53,"Look What God Gave Her","Thomas Rhett"
2019-05-04,54,"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine"
2019-05-04,55,"Who Do You Love","The Chainsmokers Featuring 5 Seconds Of Summer"
2019-05-04,56,"Make It Sweet","Old Dominion"
2019-05-04,57,"Close Friends","Lil Baby"
2019-05-04,58,"Worth It","YK Osiris"
2019-05-04,59,"Miss Me More","Kelsea Ballerini"
2019-05-04,60,"Pop Out","Polo G Featuring Lil Tjay"
2019-05-04,61,"Night Shift","Jon Pardi"
2019-05-04,62,"Walk Me Home","P!nk"
2019-05-04,63,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-05-04,64,"I've Been Waiting","Lil Peep & iLoveMakonnen Featuring Fall Out Boy"
2019-05-04,65,"You Should See Me In A Crown","Billie Eilish"
2019-05-04,66,"Robbery","Juice WRLD"
2019-05-04,67,"Rumor","Lee Brice"
2019-05-04,68,"Love Ain't","Eli Young Band"
2019-05-04,69,"Cool","Jonas Brothers"
2019-05-04,70,"Don't Call Me Up","Mabel"
2019-05-04,71,"Calma","Pedro Capo X Farruko"
2019-05-04,72,"Girls Need Love","Summer Walker X Drake"
2019-05-04,73,"Wish You Were Gay","Billie Eilish"
2019-05-04,74,"GIRL","Maren Morris"
2019-05-04,75,"Before I Let Go","Beyonce"
2019-05-04,76,"Big Ole Freak","Megan Thee Stallion"
2019-05-04,77,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-05-04,78,"Talk You Out Of It","Florida Georgia Line"
2019-05-04,79,"Shot Clock","Ella Mai"
2019-05-04,80,"Hey Look Ma, I Made It","Panic! At The Disco"
2019-05-04,81,"I'm So Tired...","Lauv & Troye Sivan"
2019-05-04,82,"That's A Rack","Lil Uzi Vert"
2019-05-04,83,"Secreto","Anuel AA & Karol G"
2019-05-04,84,"Ocean Eyes","Billie Eilish"
2019-05-04,85,"Bad Liar","Imagine Dragons"
2019-05-04,86,"Kill This Love","BLACKPINK"
2019-05-04,87,"SOS","Avicii Featuring Aloe Blacc"
2019-05-04,88,"Faucet Failure","Ski Mask The Slump God"
2019-05-04,89,"On My Way To You","Cody Johnson"
2019-05-04,90,"Slide","French Montana Featuring Blueface & Lil Tjay"
2019-05-04,91,"Saturday Nights","Khalid & Kane Brown"
2019-05-04,92,"Pure Cocaine","Lil Baby"
2019-05-04,93,"Love Someone","Brett Eldredge"
2019-05-04,94,"This Is It","Scotty McCreery"
2019-05-04,95,"My Strange Addiction","Billie Eilish"
2019-05-04,96,"Shotta Flow","NLE Choppa"
2019-05-04,97,"Let Me Down Slowly","Alec Benjamin + Alessia Cara"
2019-05-04,98,"Xanny","Billie Eilish"
2019-05-04,99,"One That Got Away","Michael Ray"
2019-05-04,100,"ME!","Taylor Swift Featuring Brendon Urie"
2019-05-11,1,"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
2019-05-11,2,"ME!","Taylor Swift Featuring Brendon Urie"
2019-05-11,3,"Wow.","Post Malone"
2019-05-11,4,"Sucker","Jonas Brothers"
2019-05-11,5,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-05-11,6,"7 Rings","Ariana Grande"
2019-05-11,7,"Without Me","Halsey"
2019-05-11,8,"Dancing With A Stranger","Sam Smith & Normani"
2019-05-11,9,"Bad Guy","Billie Eilish"
2019-05-11,10,"Talk","Khalid"
2019-05-11,11,"Sweet But Psycho","Ava Max"
2019-05-11,12,"Middle Child","J. Cole"
2019-05-11,13,"Break Up With Your Girlfriend, I'm Bored","Ariana Grande"
2019-05-11,14,"Happier","Marshmello & Bastille"
2019-05-11,15,"Shallow","Lady Gaga & Bradley Cooper"
2019-05-11,16,"Going Bad","Meek Mill Featuring Drake"
2019-05-11,17,"Eastside","benny blanco, Halsey & Khalid"
2019-05-11,18,"High Hopes","Panic! At The Disco"
2019-05-11,19,"Please Me","Cardi B & Bruno Mars"
2019-05-11,20,"Better","Khalid"
2019-05-11,21,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-05-11,22,"A Lot","21 Savage"
2019-05-11,23,"Pure Water","Mustard & Migos"
2019-05-11,24,"Sicko Mode","Travis Scott"
2019-05-11,25,"Thotiana","Blueface"
2019-05-11,26,"Be Alright","Dean Lewis"
2019-05-11,27,"Suge","DaBaby"
2019-05-11,28,"Beautiful Crazy","Luke Combs"
2019-05-11,29,"Look Back At It","A Boogie Wit da Hoodie"
2019-05-11,30,"Act Up","City Girls"
2019-05-11,31,"Here With Me","Marshmello Featuring CHVRCHES"
2019-05-11,32,"Envy Me","Calboy"
2019-05-11,33,"Whiskey Glasses","Morgan Wallen"
2019-05-11,34,"God's Country","Blake Shelton"
2019-05-11,35,"Con Calma","Daddy Yankee & Katy Perry Featuring Snow"
2019-05-11,36,"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee"
2019-05-11,37,"Drip Too Hard","Lil Baby & Gunna"
2019-05-11,38,"Eyes On You","Chase Rice"
2019-05-11,39,"When The Party's Over","Billie Eilish"
2019-05-11,40,"Boy With Luv","BTS Featuring Halsey"
2019-05-11,41,"Earth","Lil Dicky"
2019-05-11,42,"Sanguine Paradise","Lil Uzi Vert"
2019-05-11,43,"You Say","Lauren Daigle"
2019-05-11,44,"Murder On My Mind","YNW Melly"
2019-05-11,45,"Bury A Friend","Billie Eilish"
2019-05-11,46,"Good As You","Kane Brown"
2019-05-11,47,"Clout","Offset Featuring Cardi B"
2019-05-11,48,"Thank U, Next","Ariana Grande"
2019-05-11,49,"Walk Me Home","P!nk"
2019-05-11,50,"Youngblood","5 Seconds Of Summer"
2019-05-11,51,"Pop Out","Polo G Featuring Lil Tjay"
2019-05-11,52,"Who Do You Love","The Chainsmokers Featuring 5 Seconds Of Summer"
2019-05-11,53,"Look What God Gave Her","Thomas Rhett"
2019-05-11,54,"Here Tonight","Brett Young"
2019-05-11,55,"Baby Shark","Pinkfong"
2019-05-11,56,"Close Friends","Lil Baby"
2019-05-11,57,"Worth It","YK Osiris"
2019-05-11,58,"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine"
2019-05-11,59,"Night Shift","Jon Pardi"
2019-05-11,60,"Love Ain't","Eli Young Band"
2019-05-11,61,"Rumor","Lee Brice"
2019-05-11,62,"Miss Me More","Kelsea Ballerini"
2019-05-11,63,"Racks In The Middle","Nipsey Hussle Featuring Roddy Ricch & Hit-Boy"
2019-05-11,64,"Make It Sweet","Old Dominion"
2019-05-11,65,"Before I Let Go","Beyonce"
2019-05-11,66,"Hey Look Ma, I Made It","Panic! At The Disco"
2019-05-11,67,"Floating","ScHoolboy Q Featuring 21 Savage"
2019-05-11,68,"Robbery","Juice WRLD"
2019-05-11,69,"Baila Baila Baila","Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA"
2019-05-11,70,"Big Ole Freak","Megan Thee Stallion"
2019-05-11,71,"Don't Call Me Up","Mabel"
2019-05-11,72,"Cool","Jonas Brothers"
2019-05-11,73,"Calma","Pedro Capo X Farruko"
2019-05-11,74,"Girls Need Love","Summer Walker X Drake"
2019-05-11,75,"GIRL","Maren Morris"
2019-05-11,76,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-05-11,77,"That's A Rack","Lil Uzi Vert"
2019-05-11,78,"I've Been Waiting","Lil Peep & iLoveMakonnen Featuring Fall Out Boy"
2019-05-11,79,"Wish You Were Gay","Billie Eilish"
2019-05-11,80,"You Should See Me In A Crown","Billie Eilish"
2019-05-11,81,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-05-11,82,"Talk You Out Of It","Florida Georgia Line"
2019-05-11,83,"I'm So Tired...","Lauv & Troye Sivan"
2019-05-11,84,"On My Way To You","Cody Johnson"
2019-05-11,85,"CHopstix","ScHoolboy Q + Travis Scott"
2019-05-11,86,"Shotta Flow","NLE Choppa"
2019-05-11,87,"Shot Clock","Ella Mai"
2019-05-11,88,"Ocean Eyes","Billie Eilish"
2019-05-11,89,"Secreto","Anuel AA & Karol G"
2019-05-11,90,"Light It Up","Marshmello, Tyga & Chris Brown"
2019-05-11,91,"Love Someone","Brett Eldredge"
2019-05-11,92,"Power Is Power","SZA, The Weeknd & Travis Scott"
2019-05-11,93,"Faucet Failure","Ski Mask The Slump God"
2019-05-11,94,"Knockin' Boots","Luke Bryan"
2019-05-11,95,"Numb Numb Juice","ScHoolboy Q"
2019-05-11,96,"Love Me Anyway","P!nk Featuring Chris Stapleton"
2019-05-11,97,"24/7","Meek Mill Featuring Ella Mai"
2019-05-11,98,"Stop Snitching","YG"
2019-05-11,99,"SOS","Avicii Featuring Aloe Blacc"
2019-05-11,100,"Kill This Love","BLACKPINK"
2019-05-18,1,"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
2019-05-18,2,"If I Can't Have You","Shawn Mendes"
2019-05-18,3,"ME!","Taylor Swift Featuring Brendon Urie"
2019-05-18,4,"Sucker","Jonas Brothers"
2019-05-18,5,"Homicide","Logic Featuring Eminem"
2019-05-18,6,"Wow.","Post Malone"
2019-05-18,7,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-05-18,8,"Without Me","Halsey"
2019-05-18,9,"Bad Guy","Billie Eilish"
2019-05-18,10,"7 Rings","Ariana Grande"
2019-05-18,11,"Dancing With A Stranger","Sam Smith & Normani"
2019-05-18,12,"Talk","Khalid"
2019-05-18,13,"Sweet But Psycho","Ava Max"
2019-05-18,14,"Middle Child","J. Cole"
2019-05-18,15,"Break Up With Your Girlfriend, I'm Bored","Ariana Grande"
2019-05-18,16,"Happier","Marshmello & Bastille"
2019-05-18,17,"Going Bad","Meek Mill Featuring Drake"
2019-05-18,18,"Eastside","benny blanco, Halsey & Khalid"
2019-05-18,19,"Shallow","Lady Gaga & Bradley Cooper"
2019-05-18,20,"High Hopes","Panic! At The Disco"
2019-05-18,21,"Better","Khalid"
2019-05-18,22,"Suge","DaBaby"
2019-05-18,23,"Please Me","Cardi B & Bruno Mars"
2019-05-18,24,"Pure Water","Mustard & Migos"
2019-05-18,25,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-05-18,26,"Sicko Mode","Travis Scott"
2019-05-18,27,"Look Back At It","A Boogie Wit da Hoodie"
2019-05-18,28,"Whiskey Glasses","Morgan Wallen"
2019-05-18,29,"Act Up","City Girls"
2019-05-18,30,"A Lot","21 Savage"
2019-05-18,31,"Con Calma","Daddy Yankee & Katy Perry Featuring Snow"
2019-05-18,32,"Beautiful Crazy","Luke Combs"
2019-05-18,33,"God's Country","Blake Shelton"
2019-05-18,34,"Here With Me","Marshmello Featuring CHVRCHES"
2019-05-18,35,"Envy Me","Calboy"
2019-05-18,36,"Thotiana","Blueface"
2019-05-18,37,"Be Alright","Dean Lewis"
2019-05-18,38,"Eyes On You","Chase Rice"
2019-05-18,39,"Pop Out","Polo G Featuring Lil Tjay"
2019-05-18,40,"When The Party's Over","Billie Eilish"
2019-05-18,41,"Drip Too Hard","Lil Baby & Gunna"
2019-05-18,42,"Good As You","Kane Brown"
2019-05-18,43,"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee"
2019-05-18,44,"Clout","Offset Featuring Cardi B"
2019-05-18,45,"You Say","Lauren Daigle"
2019-05-18,46,"Bury A Friend","Billie Eilish"
2019-05-18,47,"Sanguine Paradise","Lil Uzi Vert"
2019-05-18,48,"Thank U, Next","Ariana Grande"
2019-05-18,49,"Murder On My Mind","YNW Melly"
2019-05-18,50,"Truth Hurts","Lizzo"
2019-05-18,51,"Boy With Luv","BTS Featuring Halsey"
2019-05-18,52,"Worth It","YK Osiris"
2019-05-18,53,"Who Do You Love","The Chainsmokers Featuring 5 Seconds Of Summer"
2019-05-18,54,"Close Friends","Lil Baby"
2019-05-18,55,"Look What God Gave Her","Thomas Rhett"
2019-05-18,56,"Night Shift","Jon Pardi"
2019-05-18,57,"Rumor","Lee Brice"
2019-05-18,58,"Walk Me Home","P!nk"
2019-05-18,59,"Hey Look Ma, I Made It","Panic! At The Disco"
2019-05-18,60,"Love Ain't","Eli Young Band"
2019-05-18,61,"Earth","Lil Dicky"
2019-05-18,62,"Baby Shark","Pinkfong"
2019-05-18,63,"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine"
2019-05-18,64,"Miss Me More","Kelsea Ballerini"
2019-05-18,65,"Big Ole Freak","Megan Thee Stallion"
2019-05-18,66,"Here Tonight","Brett Young"
2019-05-18,67,"Before I Let Go","Beyonce"
2019-05-18,68,"Beer Never Broke My Heart","Luke Combs"
2019-05-18,69,"Don't Call Me Up","Mabel"
2019-05-18,70,"Cool","Jonas Brothers"
2019-05-18,71,"Go Loko","YG, Tyga & Jon Z"
2019-05-18,72,"GIRL","Maren Morris"
2019-05-18,73,"Racks In The Middle","Nipsey Hussle Featuring Roddy Ricch & Hit-Boy"
2019-05-18,74,"Robbery","Juice WRLD"
2019-05-18,75,"Girls Need Love","Summer Walker X Drake"
2019-05-18,76,"Make It Sweet","Old Dominion"
2019-05-18,77,"Calma","Pedro Capo X Farruko"
2019-05-18,78,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-05-18,79,"Talk You Out Of It","Florida Georgia Line"
2019-05-18,80,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-05-18,81,"I'm So Tired...","Lauv & Troye Sivan"
2019-05-18,82,"Shotta Flow","NLE Choppa"
2019-05-18,83,"That's A Rack","Lil Uzi Vert"
2019-05-18,84,"Knockin' Boots","Luke Bryan"
2019-05-18,85,"24/7","Meek Mill Featuring Ella Mai"
2019-05-18,86,"You Should See Me In A Crown","Billie Eilish"
2019-05-18,87,"On My Way To You","Cody Johnson"
2019-05-18,88,"Baila Baila Baila","Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA"
2019-05-18,89,"Love Someone","Brett Eldredge"
2019-05-18,90,"Power Is Power","SZA, The Weeknd & Travis Scott"
2019-05-18,91,"Middle Child","PnB Rock & XXXTENTACION"
2019-05-18,92,"Shot Clock","Ella Mai"
2019-05-18,93,"Ocean Eyes","Billie Eilish"
2019-05-18,94,"Wish You Were Gay","Billie Eilish"
2019-05-18,95,"I've Been Waiting","Lil Peep & iLoveMakonnen Featuring Fall Out Boy"
2019-05-18,96,"All To Myself","Dan + Shay"
2019-05-18,97,"Secreto","Anuel AA & Karol G"
2019-05-18,98,"Paradise","Bazzi"
2019-05-18,99,"Die Young","Roddy Ricch"
2019-05-18,100,"Faucet Failure","Ski Mask The Slump God"
2019-05-25,1,"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
2019-05-25,2,"I Don't Care","Ed Sheeran & Justin Bieber"
2019-05-25,3,"Sucker","Jonas Brothers"
2019-05-25,4,"Bad Guy","Billie Eilish"
2019-05-25,5,"Wow.","Post Malone"
2019-05-25,6,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-05-25,7,"Dancing With A Stranger","Sam Smith & Normani"
2019-05-25,8,"ME!","Taylor Swift Featuring Brendon Urie"
2019-05-25,9,"Talk","Khalid"
2019-05-25,10,"Without Me","Halsey"
2019-05-25,11,"7 Rings","Ariana Grande"
2019-05-25,12,"Sweet But Psycho","Ava Max"
2019-05-25,13,"If I Can't Have You","Shawn Mendes"
2019-05-25,14,"Middle Child","J. Cole"
2019-05-25,15,"Break Up With Your Girlfriend, I'm Bored","Ariana Grande"
2019-05-25,16,"Suge","DaBaby"
2019-05-25,17,"Happier","Marshmello & Bastille"
2019-05-25,18,"Going Bad","Meek Mill Featuring Drake"
2019-05-25,19,"Eastside","benny blanco, Halsey & Khalid"
2019-05-25,20,"High Hopes","Panic! At The Disco"
2019-05-25,21,"Homicide","Logic Featuring Eminem"
2019-05-25,22,"Shallow","Lady Gaga & Bradley Cooper"
2019-05-25,23,"Better","Khalid"
2019-05-25,24,"God's Country","Blake Shelton"
2019-05-25,25,"Whiskey Glasses","Morgan Wallen"
2019-05-25,26,"Pure Water","Mustard & Migos"
2019-05-25,27,"Please Me","Cardi B & Bruno Mars"
2019-05-25,28,"Look Back At It","A Boogie Wit da Hoodie"
2019-05-25,29,"Beer Never Broke My Heart","Luke Combs"
2019-05-25,30,"Con Calma","Daddy Yankee & Katy Perry Featuring Snow"
2019-05-25,31,"Sicko Mode","Travis Scott"
2019-05-25,32,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-05-25,33,"Act Up","City Girls"
2019-05-25,34,"Pop Out","Polo G Featuring Lil Tjay"
2019-05-25,35,"Envy Me","Calboy"
2019-05-25,36,"Beautiful Crazy","Luke Combs"
2019-05-25,37,"Here With Me","Marshmello Featuring CHVRCHES"
2019-05-25,38,"A Lot","21 Savage"
2019-05-25,39,"Good As You","Kane Brown"
2019-05-25,40,"When The Party's Over","Billie Eilish"
2019-05-25,41,"Hey Look Ma, I Made It","Panic! At The Disco"
2019-05-25,42,"Truth Hurts","Lizzo"
2019-05-25,43,"Thotiana","Blueface"
2019-05-25,44,"Be Alright","Dean Lewis"
2019-05-25,45,"Eyes On You","Chase Rice"
2019-05-25,46,"Drip Too Hard","Lil Baby & Gunna"
2019-05-25,47,"Bury A Friend","Billie Eilish"
2019-05-25,48,"Look What God Gave Her","Thomas Rhett"
2019-05-25,49,"Thank U, Next","Ariana Grande"
2019-05-25,50,"Love Ain't","Eli Young Band"
2019-05-25,51,"Triggered","Jhene Aiko"
2019-05-25,52,"Murder On My Mind","YNW Melly"
2019-05-25,53,"Rumor","Lee Brice"
2019-05-25,54,"Walk Me Home","P!nk"
2019-05-25,55,"Clout","Offset Featuring Cardi B"
2019-05-25,56,"Close Friends","Lil Baby"
2019-05-25,57,"Baby Shark","Pinkfong"
2019-05-25,58,"Worth It","YK Osiris"
2019-05-25,59,"Sanguine Paradise","Lil Uzi Vert"
2019-05-25,60,"Who Do You Love","The Chainsmokers Featuring 5 Seconds Of Summer"
2019-05-25,61,"Boy With Luv","BTS Featuring Halsey"
2019-05-25,62,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-05-25,63,"Miss Me More","Kelsea Ballerini"
2019-05-25,64,"Cool","Jonas Brothers"
2019-05-25,65,"Big Ole Freak","Megan Thee Stallion"
2019-05-25,66,"Don't Call Me Up","Mabel"
2019-05-25,67,"Racks In The Middle","Nipsey Hussle Featuring Roddy Ricch & Hit-Boy"
2019-05-25,68,"Night Shift","Jon Pardi"
2019-05-25,69,"Earth","Lil Dicky"
2019-05-25,70,"GIRL","Maren Morris"
2019-05-25,71,"Before I Let Go","Beyonce"
2019-05-25,72,"Girls Need Love","Summer Walker X Drake"
2019-05-25,73,"Soltera","Lunay, Daddy Yankee & Bad Bunny"
2019-05-25,74,"Here Tonight","Brett Young"
2019-05-25,75,"Robbery","Juice WRLD"
2019-05-25,76,"Calma","Pedro Capo X Farruko"
2019-05-25,77,"Talk You Out Of It","Florida Georgia Line"
2019-05-25,78,"Love Someone","Brett Eldredge"
2019-05-25,79,"Go Loko","YG, Tyga & Jon Z"
2019-05-25,80,"Make It Sweet","Old Dominion"
2019-05-25,81,"Shotta Flow","NLE Choppa"
2019-05-25,82,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-05-25,83,"Knockin' Boots","Luke Bryan"
2019-05-25,84,"24/7","Meek Mill Featuring Ella Mai"
2019-05-25,85,"Someone You Loved","Lewis Capaldi"
2019-05-25,86,"On My Way To You","Cody Johnson"
2019-05-25,87,"Baila Baila Baila","Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA"
2019-05-25,88,"Shot Clock","Ella Mai"
2019-05-25,89,"I'm So Tired...","Lauv & Troye Sivan"
2019-05-25,90,"Ocean Eyes","Billie Eilish"
2019-05-25,91,"Paradise","Bazzi"
2019-05-25,92,"You Should See Me In A Crown","Billie Eilish"
2019-05-25,93,"All To Myself","Dan + Shay"
2019-05-25,94,"SOS","Avicii Featuring Aloe Blacc"
2019-05-25,95,"Te Robare","Nicky Jam X Ozuna"
2019-05-25,96,"Wish You Were Gay","Billie Eilish"
2019-05-25,97,"That's A Rack","Lil Uzi Vert"
2019-05-25,98,"Rule The World","2 Chainz Featuring Ariana Grande"
